,instant,date,season,year,month,holiday,weekday,workingday,weathersit,temperature,feels_like_temperature,humidity,windspeed,casual,registered,count
397,398,2012-02-02,Spring,2012,February,No,Thursday,Yes,Cloudy or Misty,10.760849,10.332086,67.29169999999999,12.541528999999999,190,3571,3761
398,399,2012-02-03,Spring,2012,February,No,Friday,Yes,Clear,6.726650999999999,4.416836,52.6667,11.959232,310,3841,4151
399,400,2012-02-04,Spring,2012,February,No,Saturday,No,Cloudy or Misty,4.415849,1.9998499999999986,77.95830000000001,8.167032,384,2448,2832
400,401,2012-02-05,Spring,2012,February,No,Sunday,No,Cloudy or Misty,4.494150999999999,1.4583860000000008,68.7917,11.791732000000001,318,2629,2947
401,402,2012-02-06,Spring,2012,February,No,Monday,Yes,Clear,5.282622999999999,3.564116000000002,62.2174,10.304599999999999,206,3578,3784
402,403,2012-02-07,Spring,2012,February,No,Tuesday,Yes,Clear,8.645849000000002,7.832863999999997,49.625,9.874393000000001,199,4176,4375
403,404,2012-02-08,Spring,2012,February,No,Wednesday,Yes,Cloudy or Misty,4.063348999999999,1.583786,72.2917,8.959307,109,2693,2802
404,405,2012-02-09,Spring,2012,February,No,Thursday,Yes,Clear,4.455,1.291208000000001,56.2083,13.000478999999999,163,3667,3830
405,406,2012-02-10,Spring,2012,February,No,Friday,Yes,Cloudy or Misty,5.1991510000000005,3.374828000000001,54.0,7.834243000000001,227,3604,3831
406,407,2012-02-11,Spring,2012,February,No,Saturday,No,Light Rain/Snow,2.5358490000000007,-2.0827779999999994,73.125,19.416332,192,1977,2169
407,408,2012-02-12,Spring,2012,February,No,Sunday,No,Clear,-2.0075000000000003,-9.290572000000001,46.4583,27.417204,73,1456,1529
408,409,2012-02-13,Spring,2012,February,No,Monday,Yes,Clear,2.4574999999999996,-0.9577419999999996,41.125,11.207961,94,3328,3422
409,410,2012-02-14,Spring,2012,February,No,Tuesday,Yes,Cloudy or Misty,7.000848999999999,6.040436,50.875,9.458993,135,3787,3922
410,411,2012-02-15,Spring,2012,February,No,Wednesday,Yes,Clear,8.371651,7.207514000000003,53.125,12.167200000000001,141,4028,4169
411,412,2012-02-16,Spring,2012,February,No,Thursday,Yes,Cloudy or Misty,6.883348999999999,5.790692,75.29169999999999,6.125475000000001,74,2931,3005
412,413,2012-02-17,Spring,2012,February,No,Friday,Yes,Clear,8.136651,7.207514000000003,63.4583,13.791682,349,3805,4154
413,414,2012-02-18,Spring,2012,February,No,Saturday,No,Clear,8.293349,7.45805,53.4583,12.792243,1435,2883,4318
414,415,2012-02-19,Spring,2012,February,No,Sunday,No,Cloudy or Misty,5.160000000000002,1.5420080000000027,51.5833,16.958504,618,2071,2689
415,416,2012-02-20,Spring,2012,February,Yes,Monday,No,Clear,5.160000000000002,2.043806,50.7826,15.348561,502,2627,3129
416,417,2012-02-21,Spring,2012,February,No,Tuesday,Yes,Clear,5.5278220000000005,3.477458000000002,59.434799999999996,13.783039,163,3614,3777
417,418,2012-02-22,Spring,2012,February,No,Wednesday,Yes,Clear,10.604150999999998,9.916021999999998,56.7917,15.709557,394,4379,4773
418,419,2012-02-23,Spring,2012,February,No,Thursday,Yes,Clear,13.345849000000001,13.333435999999999,55.45830000000001,12.791171,516,4546,5062
419,420,2012-02-24,Spring,2012,February,No,Friday,Yes,Cloudy or Misty,11.1525,11.124085999999998,73.75,15.916989,246,3241,3487
420,421,2012-02-25,Spring,2012,February,No,Saturday,No,Clear,5.669151000000001,0.8745499999999993,39.5833,28.250014,317,2415,2732
421,422,2012-02-26,Spring,2012,February,No,Sunday,No,Clear,5.120849,1.708327999999998,41.0,13.750342999999999,515,2874,3389
422,423,2012-02-27,Spring,2012,February,No,Monday,Yes,Clear,9.233349,7.6249639999999985,49.0833,17.958211000000002,253,4069,4322
423,424,2012-02-28,Spring,2012,February,No,Tuesday,Yes,Clear,8.880849000000001,7.3326499999999974,39.5833,12.958939,229,4134,4363
424,425,2012-02-29,Spring,2012,February,No,Wednesday,Yes,Cloudy or Misty,8.184356000000001,6.999020000000002,80.4783,12.000839,65,1769,1834
425,426,2012-03-01,Spring,2012,March,No,Thursday,Yes,Clear,14.834151000000002,15.374485999999997,61.5417,15.208129,325,4665,4990
426,427,2012-03-02,Spring,2012,March,No,Friday,Yes,Cloudy or Misty,8.606651,7.749572000000001,65.7083,9.708568,246,2948,3194
427,428,2012-03-03,Spring,2012,March,No,Saturday,No,Cloudy or Misty,11.465848999999999,11.290472000000001,62.125,10.792293,956,3110,4066
428,429,2012-03-04,Spring,2012,March,No,Sunday,No,Clear,7.314150999999999,3.9993859999999977,40.3333,22.416257,710,2713,3423
429,430,2012-03-05,Spring,2012,March,No,Monday,Yes,Clear,3.4366509999999995,-0.08271400000000106,50.625,15.333486,203,3130,3333
430,431,2012-03-06,Spring,2012,March,No,Tuesday,Yes,Clear,4.1416509999999995,0.8327719999999985,45.6667,13.458625,221,3735,3956
431,432,2012-03-07,Spring,2012,March,No,Wednesday,Yes,Clear,10.995849,9.416599999999999,51.3333,23.167193,432,4484,4916
432,433,2012-03-08,Spring,2012,March,No,Thursday,Yes,Clear,16.792499999999997,18.623863999999998,56.75,29.584721,486,4896,5382
433,434,2012-03-09,Spring,2012,March,No,Friday,Yes,Cloudy or Misty,11.309151,10.207478000000002,40.708299999999994,27.7916,447,4122,4569
434,435,2012-03-10,Spring,2012,March,No,Saturday,No,Clear,5.512499999999999,2.3326220000000006,35.0417,15.125250000000001,968,3150,4118
435,436,2012-03-11,Spring,2012,March,No,Sunday,No,Clear,9.001732999999998,7.738219999999998,47.6957,14.913329000000001,1658,3253,4911
436,437,2012-03-12,Spring,2012,March,No,Monday,Yes,Clear,13.933349,14.333072000000001,48.9167,13.916771,838,4460,5298
437,438,2012-03-13,Spring,2012,March,No,Tuesday,Yes,Clear,18.554999999999996,19.833314,61.75000000000001,15.87565,762,5085,5847
438,439,2012-03-14,Spring,2012,March,No,Wednesday,Yes,Clear,18.9075,20.208722,50.708299999999994,7.709154,997,5315,6312
439,440,2012-03-15,Spring,2012,March,No,Thursday,Yes,Clear,18.2025,19.166449999999998,57.958299999999994,10.042161,1005,5187,6192
440,441,2012-03-16,Spring,2012,March,No,Friday,Yes,Cloudy or Misty,12.484151,12.791114,84.20830000000001,7.583864,548,3830,4378
441,442,2012-03-17,Spring,2012,March,No,Saturday,No,Cloudy or Misty,16.165849,17.333036,75.5833,7.417168,3155,4681,7836
442,443,2012-03-18,Spring,2012,March,No,Sunday,No,Cloudy or Misty,14.2075,14.624000000000002,81.0,8.501161,2207,3685,5892
443,444,2012-03-19,Spring,2012,March,No,Monday,Yes,Clear,17.615000000000002,19.166185999999996,72.875,10.875238999999999,982,5171,6153
444,445,2012-03-20,Spring,2012,March,No,Tuesday,Yes,Clear,18.359151,19.543178000000005,80.7917,8.125157,1051,5042,6093
445,446,2012-03-21,Summer,2012,March,No,Wednesday,Yes,Cloudy or Misty,16.988349,17.875028,82.125,6.000406099999999,1122,5108,6230
446,447,2012-03-22,Summer,2012,March,No,Thursday,Yes,Clear,18.045848999999997,19.083422,83.125,7.876654,1334,5537,6871
447,448,2012-03-23,Summer,2012,March,No,Friday,Yes,Cloudy or Misty,20.278349,21.624422000000003,69.41669999999999,7.7921000000000005,2469,5893,8362
448,449,2012-03-24,Summer,2012,March,No,Saturday,No,Cloudy or Misty,15.617499999999996,16.124378,88.5417,12.916461,1033,2339,3372
449,450,2012-03-25,Summer,2012,March,No,Sunday,No,Cloudy or Misty,12.5625,12.874208,88.0833,14.791924999999999,1532,3464,4996
450,451,2012-03-26,Summer,2012,March,No,Monday,Yes,Clear,12.954151,12.9575,47.7917,25.917007,795,4763,5558
451,452,2012-03-27,Summer,2012,March,No,Tuesday,Yes,Clear,7.196650999999999,4.833164,28.999999999999996,12.541864,531,4571,5102
452,453,2012-03-28,Summer,2012,March,No,Wednesday,Yes,Clear,14.755849000000001,15.082699999999999,48.125,19.541957,674,5024,5698
453,454,2012-03-29,Summer,2012,March,No,Thursday,Yes,Clear,15.225849,15.832063999999999,43.9167,21.41655,834,5299,6133
454,455,2012-03-30,Summer,2012,March,No,Friday,Yes,Cloudy or Misty,9.39,8.790986,58.0833,9.250489,796,4663,5459
455,456,2012-03-31,Summer,2012,March,No,Saturday,No,Cloudy or Misty,11.935849000000001,11.832728000000003,73.83330000000001,16.791338999999997,2301,3934,6235
456,457,2012-04-01,Summer,2012,April,No,Sunday,No,Cloudy or Misty,12.014151000000002,11.540942000000001,67.625,11.541889,2347,3694,6041
457,458,2012-04-02,Summer,2012,April,No,Monday,Yes,Clear,12.393911,12.215857999999997,50.4348,20.913313,1208,4728,5936
458,459,2012-04-03,Summer,2012,April,No,Tuesday,Yes,Clear,13.933349,14.457877999999997,39.6667,6.708911,1348,5424,6772
459,460,2012-04-04,Summer,2012,April,No,Wednesday,Yes,Clear,17.458349000000002,19.207699999999996,46.958299999999994,12.125325,1058,5378,6436
460,461,2012-04-05,Summer,2012,April,No,Thursday,Yes,Clear,12.445,12.456758,37.416700000000006,14.708443,1192,5265,6457
461,462,2012-04-06,Summer,2012,April,No,Friday,Yes,Clear,10.956651,9.790621999999999,37.7083,20.125996,1807,4653,6460
462,463,2012-04-07,Summer,2012,April,No,Saturday,No,Clear,12.5625,12.124513999999998,25.4167,18.416356999999998,3252,3605,6857
463,464,2012-04-08,Summer,2012,April,No,Sunday,No,Clear,15.5,16.50005,27.5833,15.583931999999999,2230,2939,5169
464,465,2012-04-09,Summer,2012,April,No,Monday,Yes,Clear,14.990849,15.458108,31.75,23.999132,905,4680,5585
465,466,2012-04-10,Summer,2012,April,No,Tuesday,Yes,Clear,12.993348999999998,12.791377999999998,43.5,16.708125000000003,819,5099,5918
466,467,2012-04-11,Summer,2012,April,No,Wednesday,Yes,Clear,8.388712000000002,6.260084000000003,46.9565,19.783358,482,4380,4862
467,468,2012-04-12,Summer,2012,April,No,Thursday,Yes,Clear,10.682500000000001,9.581864,46.625,19.458743,663,4746,5409
468,469,2012-04-13,Summer,2012,April,No,Friday,Yes,Clear,12.7975,12.499328000000002,40.8333,10.416557,1252,5146,6398
469,470,2012-04-14,Summer,2012,April,No,Saturday,No,Clear,15.265,16.207735999999997,50.29169999999999,12.791439,2795,4665,7460
470,471,2012-04-15,Summer,2012,April,No,Sunday,No,Clear,20.513348999999998,21.875750000000004,50.79169999999999,15.083643,2846,4286,7132
471,472,2012-04-16,Summer,2012,April,Yes,Monday,No,Clear,23.215849,24.585050000000003,56.166700000000006,19.083543,1198,5172,6370
472,473,2012-04-17,Summer,2012,April,No,Tuesday,Yes,Clear,20.591651,23.500141999999997,39.0417,18.333143,989,5702,6691
473,474,2012-04-18,Summer,2012,April,No,Wednesday,Yes,Cloudy or Misty,13.776651000000001,14.164508000000001,56.9167,11.250104,347,4020,4367
474,475,2012-04-19,Summer,2012,April,No,Thursday,Yes,Clear,15.421651,16.541036,61.25000000000001,4.417256399999999,846,5719,6565
475,476,2012-04-20,Summer,2012,April,No,Friday,Yes,Clear,16.753349,18.041150000000002,69.4583,10.041357,1340,5950,7290
476,477,2012-04-21,Summer,2012,April,No,Saturday,No,Clear,18.79,19.832786,68.2917,19.000328999999997,2541,4083,6624
477,478,2012-04-22,Summer,2012,April,No,Sunday,No,Light Rain/Snow,10.643349,9.707264000000002,83.54169999999999,23.084582,120,907,1027
478,479,2012-04-23,Summer,2012,April,No,Monday,Yes,Cloudy or Misty,7.1183489999999985,3.87425,76.66669999999999,20.334232,195,3019,3214
479,480,2012-04-24,Summer,2012,April,No,Tuesday,Yes,Clear,11.426651,10.748678000000002,45.4167,16.708661,518,5115,5633
480,481,2012-04-25,Summer,2012,April,No,Wednesday,Yes,Clear,14.403348999999999,15.040921999999998,42.7917,7.959064,655,5541,6196
481,482,2012-04-26,Summer,2012,April,No,Thursday,Yes,Cloudy or Misty,15.421651,15.916477999999998,75.66669999999999,11.833875,475,4551,5026
482,483,2012-04-27,Summer,2012,April,No,Friday,Yes,Clear,13.502500000000001,13.874042,40.0833,23.291411,1014,5219,6233
483,484,2012-04-28,Summer,2012,April,No,Saturday,No,Cloudy or Misty,9.703349,8.915264,48.9583,8.708325,1120,3100,4220
484,485,2012-04-29,Summer,2012,April,No,Sunday,No,Clear,13.541650999999998,13.707985999999998,58.7083,7.8328359999999995,2229,4075,6304
485,486,2012-04-30,Summer,2012,April,No,Monday,Yes,Cloudy or Misty,13.815849,14.207936,56.99999999999999,11.499746,665,4907,5572
486,487,2012-05-01,Summer,2012,May,No,Tuesday,Yes,Cloudy or Misty,20.826651000000002,22.083385999999997,65.95830000000001,10.458432,653,5087,5740
487,488,2012-05-02,Summer,2012,May,No,Wednesday,Yes,Clear,18.515849,19.501136000000002,79.7083,9.249885999999998,667,5502,6169
488,489,2012-05-03,Summer,2012,May,No,Thursday,Yes,Cloudy or Misty,18.320000000000004,19.457971999999998,76.83330000000001,8.957632,764,5657,6421
489,490,2012-05-04,Summer,2012,May,No,Friday,Yes,Clear,21.492499999999996,23.000522000000004,73.54169999999999,10.916846,1069,5227,6296
490,491,2012-05-05,Summer,2012,May,No,Saturday,No,Cloudy or Misty,21.218349,22.584128,75.66669999999999,10.250464,2496,4387,6883
491,492,2012-05-06,Summer,2012,May,No,Sunday,No,Cloudy or Misty,18.4375,20.084642000000002,74.0,10.041893,2135,4224,6359
492,493,2012-05-07,Summer,2012,May,No,Monday,Yes,Cloudy or Misty,17.2625,18.791372000000003,66.41669999999999,15.458307000000001,1008,5265,6273
493,494,2012-05-08,Summer,2012,May,No,Tuesday,Yes,Cloudy or Misty,19.338349,20.793086000000002,68.58330000000001,19.833942999999998,738,4990,5728
494,495,2012-05-09,Summer,2012,May,No,Wednesday,Yes,Cloudy or Misty,19.025,20.499650000000003,74.4167,14.499604,620,4097,4717
495,496,2012-05-10,Summer,2012,May,No,Thursday,Yes,Clear,15.774151,16.457678,55.2083,21.042220999999998,1026,5546,6572
496,497,2012-05-11,Summer,2012,May,No,Friday,Yes,Clear,17.066650999999997,18.374978,36.0417,15.874779,1319,5711,7030
497,498,2012-05-12,Summer,2012,May,No,Saturday,No,Clear,18.515849,19.957921999999996,48.0417,8.249911,2622,4807,7429
498,499,2012-05-13,Summer,2012,May,No,Sunday,No,Clear,20.7875,22.625708000000003,57.62500000000001,15.082839,2172,3946,6118
499,500,2012-05-14,Summer,2012,May,No,Monday,Yes,Cloudy or Misty,18.946651,20.293400000000005,78.95830000000001,14.250364,342,2501,2843
500,501,2012-05-15,Summer,2012,May,No,Tuesday,Yes,Cloudy or Misty,20.748348999999997,22.042664000000002,79.45830000000001,9.875264,625,4490,5115
501,502,2012-05-16,Summer,2012,May,No,Wednesday,Yes,Clear,21.923348999999998,23.33435,69.7917,8.208304,991,6433,7424
502,503,2012-05-17,Summer,2012,May,No,Thursday,Yes,Clear,19.886651,21.792458000000003,52.0,15.374825000000001,1242,6142,7384
503,504,2012-05-18,Summer,2012,May,No,Friday,Yes,Clear,18.515849,20.373985999999995,52.33330000000001,9.166739,1521,6118,7639
504,505,2012-05-19,Summer,2012,May,No,Saturday,No,Clear,20.2,21.415928,45.625,5.626325,3410,4884,8294
505,506,2012-05-20,Summer,2012,May,No,Sunday,No,Clear,21.179150999999997,22.541822000000003,53.041700000000006,17.042589,2704,4425,7129
506,507,2012-05-21,Summer,2012,May,No,Monday,Yes,Cloudy or Misty,20.121651,21.334022000000004,81.125,15.624668,630,3729,4359
507,508,2012-05-22,Summer,2012,May,No,Tuesday,Yes,Cloudy or Misty,20.905,22.334450000000004,76.5833,7.917189,819,5254,6073
508,509,2012-05-23,Summer,2012,May,No,Wednesday,Yes,Cloudy or Misty,21.218349,22.584392,77.45830000000001,6.834,766,4494,5260
509,510,2012-05-24,Summer,2012,May,No,Thursday,Yes,Clear,22.785,24.0422,71.6667,11.584031999999999,1059,5711,6770
510,511,2012-05-25,Summer,2012,May,No,Friday,Yes,Clear,23.96,25.416914,74.70830000000001,9.41685,1417,5317,6734
511,512,2012-05-26,Summer,2012,May,No,Saturday,No,Clear,24.5475,26.417936000000005,73.25,13.332464,2855,3681,6536
512,513,2012-05-27,Summer,2012,May,No,Sunday,No,Clear,24.43,26.334050000000005,69.7083,14.416457,3283,3308,6591
513,514,2012-05-28,Summer,2012,May,Yes,Monday,No,Clear,25.487500000000004,28.833800000000004,67.625,13.166907,2557,3486,6043
514,515,2012-05-29,Summer,2012,May,No,Tuesday,Yes,Clear,25.957500000000003,28.417472000000004,68.45830000000001,19.7918,880,4863,5743
515,516,2012-05-30,Summer,2012,May,No,Wednesday,Yes,Cloudy or Misty,22.863349,24.334514,67.0,9.000043,745,6110,6855
516,517,2012-05-31,Summer,2012,May,No,Thursday,Yes,Clear,23.96,25.667714000000004,49.2917,13.083693,1100,6238,7338
517,518,2012-06-01,Summer,2012,June,No,Friday,Yes,Cloudy or Misty,22.745849000000003,24.125492,75.5417,15.916720999999999,533,3594,4127
518,519,2012-06-02,Summer,2012,June,No,Saturday,No,Clear,19.416650999999998,21.375008,54.9167,12.499654,2795,5325,8120
519,520,2012-06-03,Summer,2012,June,No,Sunday,No,Clear,20.317500000000003,21.958778000000002,49.3333,12.333829,2494,5147,7641
520,521,2012-06-04,Summer,2012,June,No,Monday,Yes,Clear,20.082500000000003,22.166677999999997,48.7083,19.083811,1071,5927,6998
521,522,2012-06-05,Summer,2012,June,No,Tuesday,Yes,Cloudy or Misty,17.419151,18.708872,61.3333,14.041525,968,6033,7001
522,523,2012-06-06,Summer,2012,June,No,Wednesday,Yes,Clear,18.045848999999997,19.791272,61.12499999999999,5.167375,1027,6028,7055
523,524,2012-06-07,Summer,2012,June,No,Thursday,Yes,Clear,20.317500000000003,21.583171999999998,56.7083,10.542449999999999,1038,6456,7494
524,525,2012-06-08,Summer,2012,June,No,Friday,Yes,Clear,22.510849000000004,23.458892,46.791700000000006,11.750661000000001,1488,6248,7736
525,526,2012-06-09,Summer,2012,June,No,Saturday,No,Clear,25.409151,26.792222000000002,43.7083,9.667229,2708,4790,7498
526,527,2012-06-10,Summer,2012,June,No,Sunday,No,Clear,26.153349,27.792122,53.833299999999994,8.959307,2224,4374,6598
527,528,2012-06-11,Summer,2012,June,No,Monday,Yes,Cloudy or Misty,25.879151,27.541586000000002,58.791700000000006,13.916771,1017,5647,6664
528,529,2012-06-12,Summer,2012,June,No,Tuesday,Yes,Cloudy or Misty,22.706651,23.45975,83.3333,14.374581999999998,477,4495,4972
529,530,2012-06-13,Summer,2012,June,No,Wednesday,Yes,Clear,22.824151,24.333722,58.2083,22.999693,1173,6248,7421
530,531,2012-06-14,Summer,2012,June,No,Thursday,Yes,Clear,22.471651,25.209278000000005,56.958299999999994,17.000111,1180,6183,7363
531,532,2012-06-15,Summer,2012,June,No,Friday,Yes,Clear,22.040849,23.583764000000002,58.958299999999994,11.833339,1563,6102,7665
532,533,2012-06-16,Summer,2012,June,No,Saturday,No,Clear,21.688349,23.250728000000002,50.416700000000006,11.166689,2963,4739,7702
533,534,2012-06-17,Summer,2012,June,No,Sunday,No,Clear,19.8475,21.750349999999997,59.875,9.708568,2634,4344,6978
534,535,2012-06-18,Summer,2012,June,No,Monday,Yes,Cloudy or Misty,18.711651,19.959572,77.79169999999999,11.707982000000001,653,4446,5099
535,536,2012-06-19,Summer,2012,June,No,Tuesday,Yes,Clear,24.351650999999997,27.209672000000005,69.0,9.917139,968,5857,6825
536,537,2012-06-20,Summer,2012,June,No,Wednesday,Yes,Clear,28.777499999999996,31.58435,59.2083,7.625404,872,5339,6211
537,538,2012-06-21,Fall,2012,June,No,Thursday,Yes,Clear,29.874150999999998,33.667772,56.7917,7.958729,778,5127,5905
538,539,2012-06-22,Fall,2012,June,No,Friday,Yes,Clear,28.542499999999997,31.791986,57.375,12.250414000000001,964,4859,5823
539,540,2012-06-23,Fall,2012,June,No,Saturday,No,Clear,26.388348999999998,27.084272000000006,53.4583,12.041307,2657,4801,7458
540,541,2012-06-24,Fall,2012,June,No,Sunday,No,Clear,26.936650999999998,28.500764000000004,47.9167,9.750174999999999,2551,4340,6891
541,542,2012-06-25,Fall,2012,June,No,Monday,Yes,Clear,25.644151,27.166772,50.416700000000006,20.125661,1139,5640,6779
542,543,2012-06-26,Fall,2012,June,No,Tuesday,Yes,Clear,21.649151,23.250464,37.3333,23.292014,1077,6365,7442
543,544,2012-06-27,Fall,2012,June,No,Wednesday,Yes,Clear,24.7825,26.292272000000004,36.0,18.208925,1077,6258,7335
544,545,2012-06-28,Fall,2012,June,No,Thursday,Yes,Clear,27.210849000000003,28.583792000000003,42.25,11.50055,921,5958,6879
545,546,2012-06-29,Fall,2012,June,No,Friday,Yes,Clear,31.205849,35.916458,48.875,11.082939000000001,829,4634,5463
546,547,2012-06-30,Fall,2012,June,No,Saturday,No,Clear,27.955,29.375528000000003,60.12499999999999,10.791756999999999,1455,4232,5687
547,548,2012-07-01,Fall,2012,July,No,Sunday,No,Clear,30.344151000000004,33.541514,51.87500000000001,11.291443000000001,1421,4110,5531
548,549,2012-07-02,Fall,2012,July,No,Monday,Yes,Clear,28.738349,30.334508000000007,44.7083,13.082889,904,5323,6227
549,550,2012-07-03,Fall,2012,July,No,Tuesday,Yes,Clear,28.699151,30.374899999999997,49.2083,8.457878999999998,1052,5608,6660
550,551,2012-07-04,Fall,2012,July,Yes,Wednesday,No,Clear,29.090849,32.334242,53.87499999999999,9.041649999999999,2562,4841,7403
551,552,2012-07-05,Fall,2012,July,No,Thursday,Yes,Clear,30.8925,34.250222,45.7917,12.999943,1405,4836,6241
552,553,2012-07-06,Fall,2012,July,No,Friday,Yes,Clear,30.931651000000002,33.667178,45.0833,9.791514,1366,4841,6207
553,554,2012-07-07,Fall,2012,July,No,Saturday,No,Clear,32.498349,37.124258,49.2083,10.958118,1448,3392,4840
554,555,2012-07-08,Fall,2012,July,No,Sunday,No,Clear,30.6575,36.166136,57.375,8.417143,1203,3469,4672
555,556,2012-07-09,Fall,2012,July,No,Monday,Yes,Cloudy or Misty,25.409151,27.167564,68.3333,12.125325,998,5571,6569
556,557,2012-07-10,Fall,2012,July,No,Tuesday,Yes,Cloudy or Misty,25.879151,27.876536,66.75,10.166379000000001,954,5336,6290
557,558,2012-07-11,Fall,2012,July,No,Wednesday,Yes,Clear,25.683349,26.917886000000003,63.3333,10.166111,975,6289,7264
558,559,2012-07-12,Fall,2012,July,No,Thursday,Yes,Clear,25.644151,27.209077999999998,52.9583,9.833924999999999,1032,6414,7446
559,560,2012-07-13,Fall,2012,July,No,Friday,Yes,Cloudy or Misty,26.388348999999998,28.083578000000003,48.5833,5.41695,1511,5988,7499
560,561,2012-07-14,Fall,2012,July,No,Saturday,No,Cloudy or Misty,25.056651000000002,27.958772000000003,69.91669999999999,9.626493,2355,4614,6969
561,562,2012-07-15,Fall,2012,July,No,Sunday,No,Clear,27.054150999999997,30.542936000000005,71.7917,11.166689,1920,4111,6031
562,563,2012-07-16,Fall,2012,July,No,Monday,Yes,Clear,27.876651000000003,31.792250000000003,64.5,11.000529,1088,5742,6830
563,564,2012-07-17,Fall,2012,July,No,Tuesday,Yes,Clear,30.461650999999996,33.875078,50.583299999999994,7.666743,921,5865,6786
564,565,2012-07-18,Fall,2012,July,No,Wednesday,Yes,Clear,29.286651,33.208478,57.7083,9.208614,799,4914,5713
565,566,2012-07-19,Fall,2012,July,No,Thursday,Yes,Clear,28.189999999999998,31.166372000000003,60.0417,11.083743,888,5703,6591
566,567,2012-07-20,Fall,2012,July,No,Friday,Yes,Cloudy or Misty,23.294151,24.459650000000003,84.4167,14.000789000000001,747,5123,5870
567,568,2012-07-21,Fall,2012,July,No,Saturday,No,Light Rain/Snow,20.004150999999997,20.294191999999995,86.5417,14.2911,1264,3195,4459
568,569,2012-07-22,Fall,2012,July,No,Sunday,No,Cloudy or Misty,23.3725,25.126250000000006,76.25,6.2926936,2544,4866,7410
569,570,2012-07-23,Fall,2012,July,No,Monday,Yes,Clear,26.858348999999997,29.541122,69.41669999999999,9.291761,1135,5831,6966
570,571,2012-07-24,Fall,2012,July,No,Tuesday,Yes,Clear,27.289150999999997,30.625700000000002,65.5,14.167418,1140,6452,7592
571,572,2012-07-25,Fall,2012,July,No,Wednesday,Yes,Clear,26.035849,27.167564,45.0,11.0416,1383,6790,8173
572,573,2012-07-26,Fall,2012,July,No,Thursday,Yes,Clear,28.503349,32.791358,59.66669999999999,19.082470999999998,1036,5825,6861
573,574,2012-07-27,Fall,2012,July,No,Friday,Yes,Clear,28.738349,32.458322,59.458299999999994,10.250464,1259,5645,6904
574,575,2012-07-28,Fall,2012,July,No,Saturday,No,Clear,27.524150999999996,30.041863999999997,61.3333,10.542449999999999,2234,4451,6685
575,576,2012-07-29,Fall,2012,July,No,Sunday,No,Clear,25.918349,28.083578000000003,62.375,11.416532,2153,4444,6597
576,577,2012-07-30,Fall,2012,July,No,Monday,Yes,Clear,26.349151,29.209142,66.875,10.292339,1040,6065,7105
577,578,2012-07-31,Fall,2012,July,No,Tuesday,Yes,Clear,25.526651,27.751136000000002,70.41669999999999,11.083475,968,6248,7216
578,579,2012-08-01,Fall,2012,August,No,Wednesday,Yes,Clear,25.722500000000004,28.042327999999998,67.75,9.458993,1074,6506,7580
579,580,2012-08-02,Fall,2012,August,No,Thursday,Yes,Clear,27.3675,30.667808,65.95830000000001,8.666718,983,6278,7261
580,581,2012-08-03,Fall,2012,August,No,Friday,Yes,Cloudy or Misty,27.994151000000002,31.709222000000004,64.25,14.458064,1328,5847,7175
581,582,2012-08-04,Fall,2012,August,No,Saturday,No,Clear,29.286651,33.583622,61.3333,17.249686,2345,4479,6824
582,583,2012-08-05,Fall,2012,August,No,Sunday,No,Clear,28.150849,32.251214000000004,65.25,19.458206999999998,1707,3757,5464
583,584,2012-08-06,Fall,2012,August,No,Monday,Yes,Cloudy or Misty,27.3675,30.876236000000006,65.4167,8.666718,1233,5780,7013
584,585,2012-08-07,Fall,2012,August,No,Tuesday,Yes,Cloudy or Misty,26.584151,30.042986000000006,70.375,7.8328359999999995,1278,5995,7273
585,586,2012-08-08,Fall,2012,August,No,Wednesday,Yes,Cloudy or Misty,27.25,30.709322,67.29169999999999,7.4169,1263,6271,7534
586,587,2012-08-09,Fall,2012,August,No,Thursday,Yes,Clear,27.524150999999996,30.167528000000004,62.0417,10.458699999999999,1196,6090,7286
587,588,2012-08-10,Fall,2012,August,No,Friday,Yes,Cloudy or Misty,25.644151,28.084172000000002,71.58330000000001,16.000471,1065,4721,5786
588,589,2012-08-11,Fall,2012,August,No,Saturday,No,Cloudy or Misty,24.5475,26.125622,73.2917,13.834093,2247,4052,6299
589,590,2012-08-12,Fall,2012,August,No,Sunday,No,Clear,24.939151000000003,26.542214,53.041700000000006,8.208304,2182,4362,6544
590,591,2012-08-13,Fall,2012,August,No,Monday,Yes,Clear,25.879151,27.708764000000002,54.541700000000006,9.126204,1207,5676,6883
591,592,2012-08-14,Fall,2012,August,No,Tuesday,Yes,Clear,26.153349,28.667414,68.6667,11.333586,1128,5656,6784
592,593,2012-08-15,Fall,2012,August,No,Wednesday,Yes,Clear,25.213349,27.166441999999996,61.9583,11.374657000000001,1198,6149,7347
593,594,2012-08-16,Fall,2012,August,No,Thursday,Yes,Clear,25.800849,27.209408000000003,51.916700000000006,9.500332,1338,6267,7605
594,595,2012-08-17,Fall,2012,August,No,Friday,Yes,Clear,25.996651,-0.0015999999999998238,57.0833,15.500718,1483,5665,7148
595,596,2012-08-18,Fall,2012,August,No,Saturday,No,Clear,23.881650999999998,24.792686000000003,60.3333,11.917089,2827,5038,7865
596,597,2012-08-19,Fall,2012,August,No,Sunday,No,Cloudy or Misty,21.884151,23.834564,71.1667,5.79215,1208,3341,4549
